Date,Gold $,Silver $,Platinum $,Palladium $
2018-03-06,1331.4,16.62,966,996
2018-03-05,1320.4,16.51,957,983
2018-03-02,1322.3,16.445,968,993
2018-03-01,1307.75,16.315,969,1011
2018-02-28,1317.85,16.44,979,1041
2018-02-27,1325.75,16.61,994,1062
2018-02-26,1333.5,16.67,997,1062
2018-02-23,1327.95,16.61,990,1041
2018-02-22,1328.35,16.465,990,1033
2018-02-21,1330.5,16.435,998,1028
2018-02-20,1339.85,16.57,1000,1034
2018-02-19,1346.6,16.72,1007,1034
2018-02-16,1352.1,16.835,1005,1037
2018-02-15,1352.45,16.825,999,1017
2018-02-14,1336.25,16.58,972,993
2018-02-13,1325.35,16.605,969,993
2018-02-12,1322.3,16.425,965,985
2018-02-09,1314.1,16.355,969,969
2018-02-08,1315.45,16.345,975,985
2018-02-07,1324.65,16.69,981,994
2018-02-06,1331.4,16.805,987,1014
2018-02-05,1333.6,16.875,995,1041
2018-02-02,1331.15,17.135,997,1047
2018-02-01,1341.35,17.19,996,1039
2018-01-31,1345.05,17.23,1003,1051
2018-01-30,1344.9,17.295,1004,1083
2018-01-29,1343.85,17.335,1011,1085
2018-01-26,1353.15,17.4,1017,1087
2018-01-25,1354.95,17.52,1020,1100
2018-01-24,1353.7,17.19,1016,1099
2018-01-23,1333.4,16.98,998,1087
2018-01-22,1332.6,17.035,1017,1092
2018-01-19,1334.95,17.04,1011,1112
2018-01-18,1332.2,17.09,1003,1107
2018-01-17,1335.65,17.21,1002,1104
2018-01-16,1333.85,17.095,994.5,1105
2018-01-15,1339.25,17.325,1002,1129
2018-01-12,1326.8,17.12,991,1098
2018-01-11,1323.05,17.01,981,1078
2018-01-10,1319.75,17.135,970,1095
2018-01-09,1311,17.055,-,1108
2018-01-08,1319.95,17.17,971,1090
2018-01-05,1317.15,17.155,966,1095
2018-01-04,1314.5,17.13,959,1100
2018-01-03,1314.9,17.125,951,1086
2018-01-02,1312.05,17.06,936,1087
2017-12-29,-,16.865,-,-
2017-12-28,1291,16.74,925,1057
2017-12-27,1279.4,16.5,919,1055
2017-12-22,-,16.175,-,-
2017-12-21,-,16.145,917,1033
2017-12-20,1264.55,16.185,920,1031
2017-12-19,1260.35,16.155,914,1016
2017-12-18,1260.6,16.09,902,1015
2017-12-15,1254.6,15.985,882,1028
2017-12-14,1251,16.01,879,1020
2017-12-13,1242.65,15.705,877,1008
2017-12-12,1240.9,15.78,883,1006
2017-12-11,1247.15,15.835,884,1007
2017-12-08,1250.65,15.825,892,1009
2017-12-07,1255,15.91,900,1013
2017-12-06,1263.7,16.115,907,997
2017-12-05,1266.3,16.285,918,992
2017-12-04,1273.45,16.33,928,1015
2017-12-01,1275.5,16.42,934,1016
2017-11-30,1280.2,16.57,940,1010
2017-11-29,1283.85,16.895,945,1014
2017-11-28,1291.85,17.07,955,1012
2017-11-27,1294.9,17.1,948,1003
2017-11-24,1290.5,17.05,935,1001
2017-11-23,1290.35,17.095,933,1005
2017-11-22,1286.95,16.965,938,1001
2017-11-21,1283.3,17,927,994
2017-11-20,1286.2,17.145,935,1000
2017-11-17,1284.35,17.085,937,997
2017-11-16,1280,17.04,931,983
2017-11-15,1282.2,17.115,937,981
2017-11-14,1274.6,16.935,926,987
2017-11-13,1277.95,16.925,933,993
2017-11-10,1284.3,17,937,1000
2017-11-09,1284.8,17.1,934,1016
2017-11-08,1284,16.995,928,1005.5
2017-11-07,1275.6,17.005,926,1000
2017-11-06,1270.9,16.915,919,994
2017-11-03,1267.2,17.085,922,995
2017-11-02,1279.2,17.08,931,1002
2017-11-01,1277.05,16.94,931,1002
2017-10-31,1270.15,16.82,915,977
2017-10-30,1272,16.735,918,968
2017-10-27,1266.45,16.72,917,972
2017-10-26,1273.75,16.97,927,970
2017-10-25,1275,16.89,916,973
2017-10-24,1276.45,17.035,922,963
2017-10-23,1274.9,16.995,913,965
2017-10-20,1281.2,17.075,919,976
2017-10-19,1286.4,17.025,921,951
2017-10-18,1280.2,16.95,922,973
2017-10-17,1284.75,17.11,928,985
2017-10-16,1303.3,17.41,945,1006
2017-10-13,1299.6,17.2,941,996
2017-10-12,1290.25,17.195,936,981
2017-10-11,1289.25,17.15,929,945
2017-10-10,1291.4,17.12,925,942
2017-10-09,1278.75,16.92,914,926
2017-10-06,1261.8,16.625,911,943
2017-10-05,1274.5,16.66,-,930
2017-10-04,1274.25,16.825,912,919
2017-10-03,1271.25,16.61,907,910
2017-10-02,1273.7,16.58,912,-
2017-09-29,1283.1,16.86,920,935
2017-09-28,1283.35,16.82,918,928
2017-09-27,1282.55,16.89,917,917
2017-09-26,1300.05,17.01,-,915
2017-09-25,1293.3,16.95,927,917
2017-09-22,1294.8,16.97,935,-
2017-09-21,1292.1,16.95,933,916
2017-09-20,1311.3,17.38,945,907
2017-09-19,1309.6,17.15,950,915
2017-09-18,1312.1,17.53,960,931
2017-09-15,1322.85,17.7,976,924
2017-09-14,1324.55,17.75,980,933
2017-09-13,1327.55,17.91,982,947
2017-09-12,1326.5,17.75,981,946
2017-09-11,1334.2,17.85,994,936
2017-09-08,1346.25,18.21,1014,942
2017-09-07,1343.5,17.79,1007,945
2017-09-06,1337.85,17.77,1011,957
2017-09-05,1335.55,17.88,1006,984
2017-09-04,1333.1,17.8,1007,976
2017-09-01,1320.4,17.5,999,946
2017-08-31,1311.75,17.34,986,935
2017-08-30,1308.5,17.44,989,936
2017-08-29,1318.65,17.6,1001,941
2017-08-25,1285.3,17.02,975,930
2017-08-24,1289,16.93,977,940
2017-08-23,1286.65,17.06,979,935
2017-08-22,1284.2,17.02,974,934
2017-08-21,1292.9,17.02,982,934
2017-08-18,1295.8,17.15,985,932
2017-08-17,1285.15,17.02,975,927
2017-08-16,1272.75,16.68,963,896
2017-08-15,1270.3,16.89,952,887
2017-08-14,1282.3,16.97,968,902
2017-08-11,1286.1,17.09,984,898
2017-08-10,1284.4,17.08,982,904
2017-08-09,1271.05,16.59,979,899
2017-08-08,1261.8,16.39,972,894
2017-08-07,1258,16.13,966,872
2017-08-04,1257.7,16.7,966,884
2017-08-03,1268.1,16.47,956,895
2017-08-02,1269.6,16.67,940,900
2017-08-01,1270.95,16.74,941,894
2017-07-31,1267.55,16.76,938,894
2017-07-28,1264.9,16.56,927,875
2017-07-27,1261.1,16.79,931,879
2017-07-26,1248.1,16.37,920,860
2017-07-25,1254.4,16.31,926,860
2017-07-24,1255.55,16.5,937,847
2017-07-21,1248.55,16.43,937,852
2017-07-20,1238.7,16.18,918,849
2017-07-19,1242.15,16.23,925,870
2017-07-18,1240.75,16.17,-,867
2017-07-17,1234.1,16.07,927,858
2017-07-14,1230.3,15.71,918,860
2017-07-13,1218.9,15.95,914,869
2017-07-12,1218.8,15.83,919,866
2017-07-11,1211.05,15.51,891,839
2017-07-10,1211.9,15.22,895,830
2017-07-07,1215.65,15.84,911,834
2017-07-06,1224.9,16.01,905,835
2017-07-05,1220.3,15.95,901,841
2017-07-04,1223.75,16.15,908,853
2017-07-03,1229.25,16.48,911,838
2017-06-30,1242.25,16.47,922,841
2017-06-29,1243.5,16.83,910,851
2017-06-28,1248,16.78,921,858
2017-06-27,1249.55,16.66,920,865
2017-06-26,1245.25,16.53,922,862
2017-06-23,1255.7,16.71,927,886
2017-06-22,1250.8,16.58,933,889
2017-06-21,1242.5,16.51,917,882
2017-06-20,1242.2,16.59,921,863
2017-06-19,1248.15,16.67,918,871
2017-06-16,1255.4,16.76,923,869
2017-06-15,1254.55,16.86,921,861
2017-06-14,1275.5,16.96,942,891
2017-06-13,1262,16.82,929,886
2017-06-12,1266.4,17.13,944,898
2017-06-09,1266.55,17.35,939,896
2017-06-08,1273.1,17.6,945,855
2017-06-07,1291,17.6,949,843
2017-06-06,1293.5,17.56,960,854
2017-06-05,1279.95,17.52,950,841
2017-06-02,1274.95,17.19,932,837
2017-06-01,1264.85,17.13,931,823
2017-05-31,1266.2,17.31,947,814
2017-05-30,1262.7,17.27,941,797
2017-05-26,1265.05,17.29,961,780
2017-05-25,1256.95,17.15,950,767
2017-05-24,1252.55,17.03,940,761
2017-05-23,1260.2,17.14,954,776
2017-05-22,1258.85,16.95,939,753
2017-05-19,1252,16.77,943,770
2017-05-18,1255.9,16.81,934,765
2017-05-17,1257.4,16.9,944,781
2017-05-16,1234.2,16.72,939,804
2017-05-15,1233.3,16.59,937,818
2017-05-12,1231.25,16.3,922,808
2017-05-11,1223.15,16.37,911,804
2017-05-10,1222.95,16.29,906,801
2017-05-09,1220.4,16.22,903,798
2017-05-08,1229.8,16.38,912,819
2017-05-05,1228.05,16.27,909,809
2017-05-04,1228.45,16.5,897,796
2017-05-03,1250.3,16.85,911,801
2017-05-02,1255.45,16.95,924,819
